Player,Team,Position,Games,PPR Fantasy Points,PPR Fantasy Points Per Game,Routes Run,Route Participation Percent,Rushing Snap Count,Rushing Snap Percent,Rushing Attempts,Rushing Yards,Rushing Yards Per Carry,Rushing Touchdowns,Rushing Fumbles,Rushing Fumbles Lost,Rushing First Downs,Red Zone Rush Attempts,Goal Line Rush Attempts,Goal Line Rushing Touchdowns,Rushing EPA,Rushing EPA Per Attempt,Rushing DYAR,Rushing DVOA,Rushing Success Rate,Yards Before Contact,Yards After Contact,Avoided Tackles,Avoided Tackle Percent,Win Yards Per Attempt,Explosive Runs,Explosive Run Rate,Explosive Yards,Explosive Touchdowns,Juke Rate,Stacked Box Yards Per Attempt,Second Level Yards Per Attempt,Open Field Yards Per Attempt,Adjusted Line Yards Per Attempt,Stuffed Rate,Power Run Success Rate,Inside Zone Attempts,Inside Zone Percent,Inside Zone Yards Per Attempt,Outside Zone Attempts,Outside Zone Percent,Outside Zone Yards Per Attempt,Power Attempts,Power Percent,Power Yards Per Attempt,Man/Duo Attempts,Man/Duo Percent,Man/Duo Yards Per Attempt,Counter Attempts,Counter Percent,Counter Yards Per Attempt,Stacked Box Attempts,Stacked Box Percent,Stacked Box Run Yards Per Attempt,Designed Run Attempts,Designed Run Percent,Designed Run Yards Per Attempt,Scramble Attempts,Scramble Percent,Scramble Yards Per Attempt,Rushing Attempt Share,Touches,Touch Share,Rushing Opportunities,Rushing Opportunity Share,Team Rushing Attempt Share,Team Rushing Touch Share,Team Rushing Opportunity Share,Rushing Attempts Per Game,Touches Per Game,Receiving Snap Count,Receiving Snap Percent,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Target,Yards Per Reception,Catch Percent,Yards After Catch,Yards After Catch Per Reception,Receiving First Downs,Longest Reception,100 Plus Yard Games,Targets Per Game,Receptions Per Game,Receiving Yards Per Game,End Zone Targets,End Zone Touchdowns,Receiving EPA,Receiving EPA Per Target,Receiving DYAR,Receiving DVOA,Routes Run Efficiency,Yards Per Route Run,Explosive Receptions,Explosive Reception Rate,Explosive Receiving Yards,Explosive Receiving Touchdowns,Catchable Targets,Catchable Target Rate,Adjusted Catch Percent,Contested Targets,Contested Target Rate,Contested Receptions,Contested Catch Rate,Created Catches,Drops,Drop Rate,Receiving Success Rate,Forced Missed Tackles,Single-High Coverage Target Percent,Single-High Coverage Yards Per Route Run,Two-High Coverage Target Percent,Two-High Coverage Yards Per Route Run,Zero Coverage Target Percent,Zero Coverage Yards Per Route Run,Man Coverage Target Percent,Man Coverage Yards Per Route Run,Zone Coverage Target Percent,Zone Coverage Yards Per Route Run,Tight Coverage Percent,Step Coverage Rate,Open Target Percent,Wide Open Target Percent,Close Coverage Target Percent,Wide Alignment Routes,Wide Alignment Percent,Wide Alignment Yards Per Route Run,Slot Alignment Routes,Slot Alignment Percent,Slot Alignment Yards Per Route Run,Backfield Alignment Routes,Backfield Alignment Percent,Backfield Alignment Yards Per Route Run,Inline Alignment Routes,Inline Alignment Percent,Inline Alignment Yards Per Route Run,Off-Line Alignment Routes,Off-Line Alignment Percent,Off-Line Alignment Yards Per Route Run,Air Yards,Average Depth of Target,Air Yards Per Game,Air Yards Per Route Run,Receiver Air Conversion Ratio,Weighted Opportunity Rating,Team Air Yards Share,Catchable Air Yards,Catchable Air Yards Rate,Prayer Yards,Prayer Yard Rate,Dropped Air Yards,20 Plus Yard Targets,20 Plus Yard Catches,20 Plus Yard Catch Rate,20 Plus Target Percent,20 Plus Yard Receiving Yards,20 Plus Yard Receiving Touchdowns,Target Share,First Read Targets,First Read Target Rate,First Read Target Share,Receiving Opportunities,Receiving Opportunity Share
Ollie Gordon II,MIA,RB,17.00,54.10,3.18,109.00,21.08,208.00,21.58,70.00,199.00,2.84,3.00,0.00,0.00,21.00,19.00,6.00,2.00,-9.57,-0.14,-42.14,-20.80,40.00,1.31,1.53,11.00,15.71,1.54,5.00,7.14,72.00,0.00,1.43,2.40,1.11,1.03,2.99,28.57,63.16,22.00,31.43,2.77,5.00,7.14,2.20,11.00,15.71,3.54,24.00,34.29,2.92,5.00,7.14,4.20,42.00,60.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,16.20,77.00,10.21,79.00,8.32,17.46,10.21,8.32,4.38,4.81,208.00,21.58,9.00,7.00,32.00,1.00,,,,,,,,,0.53,0.41,1.88,,,-3.45,-0.38,-11.02,-37.11,109.00,0.29,1.00,11.11,20.00,1.00,7.00,77.78,100.00,1.00,11.11,0.00,0.00,0.00,0.00,0.00,11.11,3.00,55.05,0.38,41.28,0.20,2.75,0.00,14.68,1.25,84.40,0.13,11.11,0.00,66.67,11.11,11.11,2.00,1.84,0.00,3.00,2.75,1.00,104.00,95.41,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,-2.78,-1.47,-0.23,-1.28,0.02,-0.74,-25.00,100.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,1.00,11.11,0.19,79.00,8.32
Omarion Hampton,LAC,RB,9.00,135.70,15.08,209.00,33.23,359.00,31.19,124.00,545.00,4.39,4.00,0.00,0.00,31.00,26.00,8.00,0.00,-5.27,-0.04,27.83,-3.60,41.94,1.91,2.48,36.00,29.03,2.57,14.00,11.29,259.00,1.00,1.61,3.27,0.94,2.09,3.86,24.19,64.29,22.00,17.74,2.18,37.00,29.84,5.11,23.00,18.55,6.39,19.00,15.32,3.74,7.00,5.64,3.14,52.00,41.94,3.27,0.00,0.00,0.00,0.00,0.00,0.00,26.61,156.00,18.73,159.00,14.52,33.88,18.73,14.52,13.78,17.33,359.00,31.19,35.00,32.00,192.00,1.00,,,,,,,,,3.89,3.56,21.33,,,-0.59,-0.02,-3.27,-15.64,209.00,0.92,1.00,2.86,22.00,0.00,34.00,97.14,94.12,4.00,11.43,3.00,75.00,0.00,1.00,2.94,45.71,2.00,56.46,0.73,36.84,1.34,5.74,0.33,45.93,0.49,53.11,1.32,8.57,8.57,28.57,34.29,20.00,7.00,3.35,2.71,11.00,5.26,2.00,186.00,89.00,0.78,0.00,0.00,0.00,5.00,2.39,1.00,-54.00,-1.54,-6.00,-0.26,-3.56,0.08,-1.19,-49.00,90.74,-5.00,9.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,4.00,11.43,0.58,159.00,14.52
Oronde Gadsden II,LAC,TE,15.00,133.40,8.89,381.00,60.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.00,51.52,69.00,49.00,664.00,3.00,9.62,13.55,71.01,221.00,4.51,29.00,53.00,1.00,4.60,3.27,44.27,9.00,3.00,16.51,0.24,127.85,20.63,381.00,1.74,11.00,15.94,331.00,0.00,53.00,76.81,92.45,10.00,14.49,6.00,60.00,1.00,4.00,7.55,63.77,5.00,49.08,1.95,46.98,1.67,3.94,0.07,35.43,1.44,64.57,1.91,14.49,18.84,42.03,7.25,17.39,54.00,14.17,2.00,172.00,45.14,1.20,7.00,1.84,0.00,59.00,15.49,3.81,89.00,23.36,1.40,624.00,9.04,41.60,1.64,1.06,0.26,13.73,470.00,75.32,154.00,24.68,27.00,9.00,7.00,77.78,13.04,210.00,0.00,10.97,41.00,59.42,5.98,69.00,6.30
Parker Washington,JAX,WR,16.00,172.70,10.79,376.00,62.25,628.00,55.28,7.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,-1.42,-0.20,-27.89,-87.20,28.57,-0.29,0.29,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,42.86,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.29,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,65.00,7.80,102.00,9.33,1.77,8.65,10.09,1.75,16.25,628.00,55.28,95.00,58.00,847.00,5.00,8.92,14.60,61.05,265.00,4.57,37.00,63.00,2.00,5.94,3.62,52.94,9.00,5.00,31.61,0.33,157.40,8.46,376.00,2.25,17.00,17.90,472.00,1.00,64.00,67.37,90.62,19.00,20.00,10.00,52.63,4.00,4.00,6.25,53.68,9.00,48.14,2.01,47.34,2.16,4.52,5.76,26.60,2.56,73.40,2.14,33.68,21.05,28.42,5.26,11.58,186.00,49.47,2.22,182.00,48.40,2.35,7.00,1.86,1.14,0.00,0.00,0.00,1.00,0.27,0.00,1187.00,12.50,74.19,3.16,0.71,0.41,24.32,676.00,56.95,511.00,43.05,61.00,23.00,10.00,43.48,24.21,262.00,1.00,15.73,70.00,73.68,10.82,102.00,9.33
Pat Bryant,DEN,WR,15.00,74.80,4.99,285.00,44.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.00,39.80,49.00,31.00,378.00,1.00,7.71,12.19,63.26,147.00,4.74,22.00,48.00,0.00,3.27,2.07,25.20,2.00,1.00,14.23,0.29,44.96,-0.91,285.00,1.33,4.00,8.16,136.00,1.00,35.00,71.43,88.57,6.00,12.24,3.00,50.00,0.00,1.00,2.86,57.14,3.00,44.56,0.85,52.63,1.73,2.81,1.38,24.56,1.04,75.44,1.42,22.45,26.53,40.82,2.04,6.12,114.00,40.00,1.55,165.00,57.90,1.22,4.00,1.40,0.00,0.00,0.00,0.00,2.00,0.70,0.00,410.00,8.37,27.33,1.44,0.92,0.18,9.14,260.00,63.42,150.00,36.58,5.00,4.00,2.00,50.00,8.16,72.00,1.00,7.70,28.00,57.14,4.17,49.00,4.49
Pat Freiermuth,PIT,TE,17.00,113.60,6.68,326.00,56.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.00,48.85,54.00,41.00,486.00,4.00,9.00,11.85,75.93,255.00,6.22,21.00,68.00,1.00,3.18,2.41,28.59,5.00,3.00,23.31,0.43,77.26,15.56,326.00,1.49,6.00,11.11,193.00,1.00,42.00,77.78,97.62,7.00,12.96,3.00,42.86,1.00,0.00,0.00,55.56,5.00,46.01,0.94,50.92,2.08,2.76,0.00,33.44,1.42,66.26,1.53,24.07,11.11,44.44,9.26,11.11,55.00,16.87,0.31,193.00,59.20,2.17,0.00,0.00,0.00,13.00,3.99,0.00,65.00,19.94,0.78,323.00,5.98,19.00,0.99,1.50,0.21,9.85,235.00,72.76,88.00,27.24,0.00,4.00,3.00,75.00,7.41,122.00,1.00,9.29,28.00,51.85,4.71,54.00,5.47
Payne Durham,TB,TE,17.00,2.10,0.12,105.00,17.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.00,29.52,4.00,1.00,11.00,0.00,,,,,,,,,0.24,0.06,0.65,,,-1.20,-0.30,-17.09,-67.14,105.00,0.10,0.00,0.00,0.00,0.00,2.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,25.00,0.00,48.57,0.00,47.62,0.22,3.81,0.00,28.57,0.37,71.43,0.00,0.00,0.00,75.00,25.00,0.00,4.00,3.81,0.00,11.00,10.48,0.00,16.00,15.24,0.69,23.00,21.90,0.00,51.00,48.57,0.00,16.00,4.00,0.94,0.15,0.69,0.01,0.36,-2.00,-12.50,18.00,112.50,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,2.00,50.00,0.31,4.00,0.38
Puka Nacua,LA,WR,16.00,377.00,23.56,464.00,74.84,701.00,64.19,10.00,105.00,10.50,1.00,0.00,0.00,5.00,1.00,0.00,0.00,9.33,0.93,72.62,81.39,70.00,3.00,7.50,3.00,30.00,8.10,4.00,40.00,87.00,1.00,10.00,7.57,1.20,8.70,0.00,10.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,70.00,7.57,0.00,0.00,0.00,0.00,0.00,0.00,2.15,139.00,16.30,176.00,16.22,2.34,16.30,16.22,1.43,19.86,701.00,64.19,166.00,129.00,1715.00,10.00,10.33,13.30,77.71,666.00,5.16,81.00,58.00,6.00,10.38,8.06,107.19,7.00,3.00,115.70,0.70,598.10,33.06,464.00,3.70,27.00,16.26,816.00,5.00,137.00,82.53,94.16,21.00,12.65,13.00,61.90,11.00,4.00,2.92,70.48,20.00,48.71,4.12,47.20,3.44,4.10,1.58,32.97,3.20,67.03,3.94,19.88,17.47,41.57,6.63,13.25,281.00,60.56,3.41,152.00,32.76,3.82,21.00,4.53,5.57,1.00,0.22,0.00,9.00,1.94,6.67,1566.00,9.43,97.88,3.38,1.10,0.60,28.85,1127.00,71.97,439.00,28.03,27.00,23.00,13.00,56.52,13.86,392.00,3.00,26.77,118.00,71.08,18.82,176.00,16.22
Quentin Johnston,LAC,WR,14.00,172.50,12.32,443.00,70.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.00,60.21,84.00,51.00,735.00,8.00,8.75,14.41,60.71,221.00,4.33,28.00,60.00,1.00,6.00,3.64,52.50,9.00,4.00,23.91,0.28,75.04,-1.27,443.00,1.66,13.00,15.48,437.00,4.00,54.00,64.29,94.44,10.00,11.90,6.00,60.00,1.00,3.00,5.56,44.05,11.00,52.37,2.11,43.34,1.02,3.84,2.94,38.38,1.76,61.17,1.60,32.14,17.86,39.29,2.38,8.33,380.00,85.78,1.46,61.00,13.77,2.97,2.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,989.00,11.77,70.64,2.23,0.74,0.35,21.76,574.00,58.04,415.00,41.96,55.00,19.00,9.00,47.37,22.62,319.00,3.00,13.36,64.00,76.19,9.34,86.00,7.85
Quinshon Judkins,CLV,RB,14.00,167.80,11.99,179.00,29.39,433.00,40.77,230.00,827.00,3.60,7.00,0.00,0.00,50.00,32.00,11.00,4.00,-36.29,-0.16,-12.39,-9.81,33.04,1.47,2.12,47.00,20.43,2.23,18.00,7.83,331.00,1.00,1.30,3.54,0.99,1.44,3.59,22.17,64.00,44.00,19.13,4.07,41.00,17.83,3.85,27.00,11.74,4.30,88.00,38.26,3.27,12.00,5.22,2.50,132.00,57.39,3.54,7.00,3.04,3.14,0.00,0.00,0.00,54.63,256.00,34.41,266.00,25.82,59.58,34.41,25.82,16.43,18.29,433.00,40.77,36.00,26.00,171.00,0.00,4.75,6.58,72.22,194.00,7.46,7.00,58.00,0.00,2.57,1.86,12.21,0.00,0.00,-7.29,-0.20,-67.24,-47.09,179.00,0.96,1.00,2.78,58.00,0.00,28.00,77.78,92.86,6.00,16.67,4.00,66.67,1.00,1.00,3.57,27.78,4.00,65.36,0.97,30.73,1.06,3.91,0.00,34.64,0.36,65.36,1.27,2.78,5.56,41.67,11.11,36.11,8.00,4.47,0.00,2.00,1.12,0.00,164.00,91.62,1.04,0.00,0.00,0.00,5.00,2.79,0.00,-15.00,-0.42,-1.07,-0.08,-11.40,0.09,-0.40,-27.00,180.00,12.00,-80.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,5.91,4.00,11.11,0.62,266.00,25.82
RJ Harvey,DEN,RB,17.00,208.60,12.27,269.00,42.30,455.00,40.34,146.00,540.00,3.70,7.00,1.00,1.00,29.00,28.00,9.00,2.00,-25.05,-0.17,-20.27,-11.79,36.30,1.72,1.98,30.00,20.55,2.10,8.00,5.48,187.00,2.00,1.37,3.77,1.18,1.28,3.74,21.23,66.67,28.00,19.18,3.00,38.00,26.03,4.11,5.00,3.42,2.20,52.00,35.62,3.27,5.00,3.42,0.80,62.00,42.47,3.77,1.00,0.68,1.00,0.00,0.00,0.00,32.02,193.00,22.87,204.00,18.68,39.25,22.87,18.68,8.59,11.35,455.00,40.34,58.00,47.00,356.00,5.00,6.14,7.57,81.03,360.00,7.66,18.00,32.00,0.00,3.41,2.76,20.94,2.00,2.00,19.08,0.33,119.67,22.64,269.00,1.32,2.00,3.45,59.00,1.00,52.00,89.66,90.38,1.00,1.72,0.00,0.00,0.00,3.00,5.77,50.00,7.00,47.21,1.07,49.07,1.50,3.72,2.20,18.22,1.26,81.78,1.34,5.17,5.17,55.17,25.86,8.62,23.00,8.55,0.39,26.00,9.66,1.12,220.00,81.78,1.44,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.48,1.65,0.10,12.71,0.14,0.62,9.00,32.14,19.00,67.86,-2.00,1.00,1.00,100.00,1.72,27.00,1.00,9.12,15.00,25.86,2.23,204.00,18.68
Rachaad White,TB,RB,17.00,143.00,8.41,338.00,56.71,527.00,47.44,132.00,572.00,4.33,4.00,0.00,0.00,37.00,18.00,8.00,3.00,8.04,0.06,131.30,13.68,48.48,2.52,1.82,22.00,16.67,1.91,13.00,9.85,192.00,0.00,2.27,4.39,1.49,1.46,4.87,11.36,75.00,22.00,16.67,5.04,21.00,15.91,3.33,26.00,19.70,3.81,39.00,29.54,3.80,16.00,12.12,7.12,61.00,46.21,4.39,0.00,0.00,0.00,0.00,0.00,0.00,27.97,172.00,20.90,177.00,16.57,31.88,20.90,16.57,7.76,10.12,527.00,47.44,45.00,40.00,218.00,0.00,4.84,5.45,88.89,329.00,8.22,10.00,18.00,0.00,2.65,2.35,12.82,1.00,0.00,-1.81,-0.04,-4.69,-15.70,338.00,0.64,0.00,0.00,0.00,0.00,41.00,91.11,97.56,2.00,4.44,0.00,0.00,0.00,0.00,0.00,40.00,5.00,49.70,0.38,48.82,0.94,1.48,0.00,30.77,0.08,69.23,0.90,11.11,0.00,60.00,20.00,8.89,20.00,5.92,0.85,22.00,6.51,0.32,290.00,85.80,0.67,0.00,0.00,0.00,6.00,1.78,0.00,-102.00,-2.27,-6.00,-0.30,-2.14,0.10,-2.26,-99.00,97.06,-3.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.55,2.00,4.44,0.31,177.00,16.57
Rashee Rice,KC,WR,8.00,148.10,18.51,247.00,39.14,392.00,35.03,5.00,20.00,4.00,1.00,1.00,0.00,2.00,3.00,2.00,0.00,1.86,0.37,-9.34,-55.97,80.00,2.40,1.60,1.00,20.00,1.60,0.00,0.00,0.00,0.00,0.00,3.33,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,3.00,1.00,20.00,2.00,0.00,0.00,0.00,1.00,20.00,7.00,3.00,60.00,3.33,3.00,60.00,4.00,0.00,0.00,0.00,1.16,58.00,7.31,83.00,7.82,1.41,7.97,8.33,1.67,19.33,392.00,35.03,78.00,53.00,571.00,5.00,7.32,10.77,67.95,414.00,7.81,28.00,47.00,1.00,9.75,6.62,71.38,5.00,2.00,14.97,0.19,29.16,-7.84,247.00,2.31,9.00,11.54,263.00,1.00,61.00,78.20,86.88,6.00,7.69,1.00,16.67,1.00,5.00,8.20,51.28,5.00,49.80,1.94,46.15,2.84,3.64,0.67,32.39,0.94,67.21,2.98,24.36,23.08,41.03,8.97,2.56,134.00,54.25,1.83,102.00,41.30,2.72,11.00,4.45,4.36,0.00,0.00,0.00,0.00,0.00,0.00,338.00,4.33,42.25,1.37,1.69,0.24,7.46,212.00,62.72,126.00,37.28,42.00,6.00,3.00,50.00,7.69,78.00,0.00,12.36,37.00,47.44,5.37,83.00,7.82
Rashid Shaheed,SEA,WR,18.00,146.60,8.14,458.00,90.16,661.00,64.24,9.00,69.00,7.67,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1.46,0.16,24.41,22.42,55.56,5.44,2.22,1.00,11.11,2.22,3.00,33.33,51.00,0.00,0.00,9.00,3.22,5.67,0.00,22.22,0.00,0.00,0.00,0.00,4.00,44.44,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,55.56,9.00,1.00,11.11,5.00,0.00,0.00,0.00,1.78,68.00,8.17,101.00,9.95,1.94,8.53,10.31,1.29,9.71,661.00,64.24,92.00,59.00,687.00,2.00,7.47,11.64,64.13,177.00,3.00,30.00,87.00,1.00,5.11,3.28,38.17,5.00,1.00,-4.28,-0.05,-23.56,-16.00,458.00,1.50,6.00,6.52,233.00,1.00,63.00,68.48,93.65,10.00,10.87,4.00,40.00,2.00,1.00,1.59,45.65,3.00,43.89,1.53,53.06,1.51,2.84,0.85,26.42,1.32,73.36,1.57,30.44,9.78,51.09,2.17,6.52,296.00,64.63,1.51,156.00,34.06,1.54,5.00,1.09,0.00,0.00,0.00,0.00,1.00,0.22,0.00,1053.00,11.45,58.50,2.30,0.65,0.47,28.02,545.00,51.76,508.00,48.24,8.00,19.00,5.00,26.32,20.65,207.00,1.00,18.11,63.00,68.48,12.07,101.00,9.95
Rashod Bateman,BLT,WR,13.00,53.40,4.11,293.00,62.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.00,51.93,38.00,19.00,224.00,2.00,5.90,11.79,50.00,39.00,2.05,12.00,36.00,0.00,2.92,1.46,17.23,4.00,2.00,-2.73,-0.07,-33.41,-24.05,293.00,0.76,3.00,7.90,80.00,0.00,23.00,60.53,82.61,5.00,13.16,2.00,40.00,1.00,4.00,17.39,44.74,2.00,51.20,0.99,43.34,0.43,5.46,1.25,35.15,1.34,64.85,0.45,28.95,23.68,34.21,2.63,10.53,258.00,88.06,0.71,34.00,11.60,1.21,1.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,468.00,12.32,36.00,1.60,0.48,0.22,13.68,225.00,48.08,243.00,51.92,40.00,6.00,1.00,16.67,15.79,36.00,0.00,8.14,27.00,71.05,5.36,38.00,3.90
Ray-Ray McCloud,NYG,WR,6.00,13.90,2.32,126.00,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.00,18.05,15.00,7.00,69.00,0.00,,,,,,,,,2.50,1.17,11.50,,,-9.45,-0.63,-39.14,-47.01,126.00,0.55,1.00,6.67,24.00,0.00,9.00,60.00,77.78,1.00,6.67,1.00,100.00,0.00,2.00,22.22,33.33,2.00,46.03,0.17,51.59,0.69,2.38,4.67,28.57,0.39,71.43,0.61,6.67,6.67,26.67,13.33,33.33,84.00,66.67,-0.08,40.00,31.75,1.60,2.00,1.59,6.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,5.60,14.00,0.67,0.82,0.05,1.88,25.00,29.76,59.00,70.24,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.61,5.00,33.33,0.80,15.00,1.38
Rhamondre Stevenson,NE,RB,14.00,180.80,12.91,300.00,54.54,495.00,44.72,130.00,603.00,4.64,7.00,2.00,2.00,30.00,26.00,11.00,2.00,-22.56,-0.17,2.37,-8.19,36.92,1.98,2.65,31.00,23.85,2.65,15.00,11.54,298.00,2.00,0.00,4.93,1.28,2.29,4.26,22.31,50.00,20.00,15.38,5.30,21.00,16.15,2.38,14.00,10.77,4.50,62.00,47.69,4.89,4.00,3.08,16.75,84.00,64.61,4.93,3.00,2.31,4.33,0.00,0.00,0.00,26.32,162.00,18.95,167.00,16.00,34.12,18.95,16.00,9.29,11.57,495.00,44.72,37.00,32.00,345.00,2.00,9.32,10.78,86.49,263.00,8.22,11.00,55.00,0.00,2.64,2.29,24.64,3.00,1.00,13.10,0.35,92.45,30.44,300.00,1.15,5.00,13.51,159.00,1.00,35.00,94.60,91.43,2.00,5.40,1.00,50.00,0.00,2.00,5.71,48.65,7.00,51.00,1.50,43.33,0.78,5.67,0.82,32.00,1.49,68.00,0.99,2.70,16.22,37.84,35.14,8.11,15.00,5.00,2.73,1.00,0.33,0.00,282.00,94.00,1.08,0.00,0.00,0.00,2.00,0.67,0.00,159.00,4.30,11.36,0.53,2.17,0.12,3.45,138.00,86.79,21.00,13.21,25.00,3.00,1.00,33.33,8.11,55.00,0.00,6.73,8.00,21.62,1.30,167.00,16.00
Ricky Pearsall,SF,WR,9.00,90.80,10.09,266.00,44.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.00,41.16,53.00,36.00,548.00,0.00,10.34,15.22,67.92,74.00,2.06,28.00,45.00,2.00,5.89,4.00,60.89,4.00,0.00,26.70,0.50,128.61,18.84,266.00,2.06,10.00,18.87,291.00,0.00,37.00,69.81,97.30,9.00,16.98,6.00,66.67,4.00,1.00,2.70,62.26,0.00,53.01,2.86,43.61,1.24,3.38,0.00,35.34,2.89,64.66,1.60,33.96,18.87,30.19,3.77,13.21,204.00,76.69,2.10,59.00,22.18,2.03,3.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,748.00,14.11,83.11,2.81,0.73,0.25,17.41,446.00,59.63,302.00,40.37,-8.00,17.00,8.00,47.06,32.08,248.00,0.00,8.82,39.00,73.58,6.22,55.00,5.08
Rico Dowdle,CAR,RB,17.00,218.30,12.84,281.00,51.09,548.00,52.44,236.00,1076.00,4.56,6.00,1.00,1.00,51.00,34.00,8.00,3.00,-5.64,-0.02,166.92,8.85,42.37,1.96,2.60,35.00,14.83,2.66,24.00,10.17,428.00,0.00,0.85,4.30,1.23,1.81,4.15,14.41,75.00,80.00,33.90,3.72,52.00,22.03,6.58,17.00,7.20,4.82,66.00,27.97,4.39,14.00,5.93,3.57,132.00,55.93,4.30,2.00,0.85,1.00,0.00,0.00,0.00,51.19,275.00,34.81,286.00,28.29,58.71,34.81,28.29,13.88,16.18,548.00,52.44,50.00,39.00,297.00,1.00,5.94,7.62,78.00,350.00,8.97,14.00,36.00,0.00,2.94,2.29,17.47,2.00,0.00,-0.90,-0.02,11.02,-9.97,281.00,1.06,3.00,6.00,89.00,1.00,41.00,82.00,95.12,0.00,0.00,0.00,0.00,0.00,2.00,4.88,38.00,8.00,45.20,1.06,52.31,1.11,2.13,0.00,23.84,0.54,75.80,1.23,6.00,8.00,56.00,28.00,0.00,37.00,13.17,0.30,14.00,4.98,0.71,229.00,81.50,1.20,0.00,0.00,0.00,1.00,0.36,0.00,-52.00,-1.04,-3.06,-0.18,-5.71,0.13,-1.51,-56.00,107.69,4.00,-7.69,-3.00,1.00,1.00,100.00,2.00,36.00,1.00,9.09,6.00,12.00,1.03,286.00,28.29
Roman Wilson,PIT,WR,13.00,40.60,3.12,154.00,26.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.00,24.38,21.00,12.00,166.00,2.00,,,,,,,,,1.62,0.92,12.77,,,4.07,0.19,1.77,-11.53,154.00,1.08,3.00,14.29,93.00,2.00,13.00,61.90,92.31,4.00,19.05,1.00,25.00,1.00,0.00,0.00,33.33,1.00,38.96,1.08,59.09,0.97,1.95,4.33,33.12,1.78,66.88,0.73,23.81,4.76,61.90,0.00,4.76,126.00,81.82,1.26,28.00,18.18,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.00,13.19,21.31,1.80,0.60,0.11,8.44,105.00,37.91,172.00,62.09,0.00,7.00,2.00,28.57,33.33,66.00,1.00,3.61,9.00,42.86,1.52,21.00,2.13
